x,y,z,_,_,_,u,v,w,p,q,r
0.6457680407758845,0.39556853669651376,0.49346590017163605,0.9998303682056257,0.018386623131635645,0.0006050811885149146,-0.0008948633267135775,0.38531352663550117,0.3559134826514447,-0.009240907109151672,0.32072804787903414,-0.17869767481003393,0.0013524323082973128
0.649621464385594,0.3991090437164729,0.49337513825363544,0.9998004934377216,0.019951938540313175,-0.00027181711788782726,-0.0009053096855223986,0.3853423561439244,0.35213658097153827,-0.0089134372876145,0.3058284206441428,-0.17151152415058163,0.001288092261094544
0.6534743229391548,0.40261026713044207,0.4932875648888044,0.9997690460539533,0.021442430033928248,-0.0011130502153554797,-0.0009153501114850669,0.3852016908583858,0.34805922390495,-0.0086032995685292,0.29080408727357204,-0.16445843898201773,0.0012377953441924027
0.6573249565716794,0.4060692764409509,0.49320300557553864,0.9997364605178172,0.022857608795968785,-0.0019193002448915839,-0.0009249421645400102,0.3848985249610198,0.3436962379817895,-0.008310701538321856,0.2757073971290371,-0.15754574195990667,0.0012005400800080652
0.6611717746677679,0.4094832897731461,0.49312128460797783,0.999703144971199,0.024197241067465992,-0.0026912835532190518,-0.0009340515258579788,0.38443971299565116,0.33906251276409705,-0.008035678197599906,0.2605877848606227,-0.15077943984885378,0.0011753061258342936
0.6650132544323081,0.41284967425692515,0.49304222676317655,0.9996694797511446,0.025461333739209335,-0.0034297444159560623,-0.0009426513340839238,0.38383196351651205,0.33417295170268213,-0.00777809979508138,0.24549190198766524,-0.14416439361360164,0.001161073009985014
0.6688479394044172,0.4161659459365388,0.49296565882416515,0.9996358163324476,0.026650119934482762,-0.004135449356502319,-0.0009507215464190935,0.38308183405186175,0.3290424267795427,-0.0075376967873356775,0.23046347808072087,-0.13770438433972867,0.0011568143426976096
0.6726744379263112,0.4194297692373011,0.4928914109453024,0.9996024766621714,0.027764044704397143,-0.004809182120632586,-0.0009582483164997063,0.38219572709952404,0.3236857352729814,-0.0073140663952766605,0.215543500246075,-0.13140230667342723,0.001161521185740621
0.676491421577081,0.42263895601561285,0.4928193179219857,0.9995697528331079,0.028803751540605254,-0.005451739374054683,-0.0009652233648299107,0.38117988709013345,0.31811755962889404,-0.007106685153762978,0.2007703556606833,-0.1252602607828971,0.0011742061608563212
0.6802976235810663,0.4257914642248827,0.4927492202748647,0.9995379070909481,0.02977006868547659,-0.006063926766106053,-0.0009716433937872956,0.3800403983334965,0.3123524307774104,-0.006914933439164529,0.18617960222307142,-0.11927960373778275,0.0011939040893342973
0.6840918371989253,0.4288853962242151,0.49268096517299476,0.999507172137872,0.030663995509727194,-0.00664655545694585,-0.0009775095352577384,0.3787831835918647,0.30640469335879983,-0.006738103134868857,0.1718042188331913,-0.11346108004412228,0.001219681506905965
0.6878729141081379,0.43191899675473105,0.4926144072453837,0.999477751681774,0.03148668957878956,-0.007200439150256618,-0.0009828268203449203,0.3774140033779518,0.30028847400182657,-0.006575412270885909,0.15767462456093514,-0.10780488945443265,0.0012506405108569164
0.6916397627795865,0.43489065061219234,0.49254940923982515,0.9994498212178358,0.032239453791912544,-0.007726391512207894,-0.0009876036834529842,0.3759384558595226,0.29401765230196536,-0.006426020911691226,0.14381868237290282,-0.10231077018023553,0.0012859228598427097
0.6953913468552418,0.4377988800398801,0.4924858425614558,0.9994235290010063,0.03292372403122765,-0.008225223746786683,-0.0009918515037866777,0.37436197716864533,0.28760583387299393,-0.006289039311440025,0.1302618933007873,-0.09697797478166464,0.0013247078842875454
0.6991266835320669,0.44064234186706575,0.4924235876839505,0.9993989971849991,0.03354105709740311,-0.008697742612448782,-0.0009955841776115699,0.3726898423229166,0.28106632640518725,-0.006163545220103323,0.11702731119126153,-0.09180546744443624,0.00136622272560222
0.7028448419559549,0.4434198244159808,0.49236253445196104,0.9993763230975738,0.034093118995645974,-0.009144748891895621,-0.0009988177144248775,0.3709271662936756,0.2744121172906942,-0.006048588320105105,0.10413576279753659,-0.0867919046487663,0.0014097421324754088
0.7065449416288938,0.44613024420020553,0.4923025822816763,0.9993555806246309,0.03458167371734102,-0.009567035857902063,-0.0010015698717544684,0.36907890558458956,0.26765585426680094,-0.00594320615803163,0.09160582081915633,-0.0819356500816749,0.001454585529605912
0.710226150832787,0.4487726424379035,0.4922436402432031,0.9993368216827232,0.03500857233722267,-0.009965387971666852,-0.0010038598292096512,0.3671498599751075,0.2608098277285261,-0.005846431843323013,0.07945395250391503,-0.07723485015608508,0.0015001191005519123
0.7138876850720528,0.451346181399213,0.49218562705960917,0.9993200777572678,0.03537574242197162,-0.010340579817137412,-0.0010057078840755216,0.3651446745250432,0.2538859552363694,-0.005757303012930414,0.06769449161922111,-0.07268745031613011,0.0015457591398661582
0.7175288055367488,0.45385014060709095,0.49212847104483626,0.9993053614759211,0.03568517802772047,-0.010693375208544513,-0.0010071351736859802,0.36306784166811273,0.24689576767826582,-0.005674865090350744,0.056339898593317665,-0.06829124572626727,0.001590969062909728
0.7211488175892635,0.45628391291542075,0.4920721099235428,0.9992926682027201,0.03593893011563431,-0.011024526517231946,-0.0010081634306128937,0.36092370382677696,0.23985039854792403,-0.005598191639361978,0.04540066465343167,-0.06404391639672814,0.001635260682535538
0.7247470692746139,0.4586470004784182,0.49201649060214114,0.9992819776484082,0.036139097106897056,-0.011334773934879598,-0.0010088147648028875,0.3587164555164606,0.23276057291764593,-0.005526373770534746,0.03488546082560016,-0.05994296503345126,0.001678189702834787
0.7283229498553259,0.460939010628203,0.49196156891335957,0.9992732554539505,0.03628781623531663,-0.011624845004575892,-0.001009111468194024,0.35645014615249354,0.22563660007492847,-0.00545853603141706,0.024801306214954646,-0.055985884699937184,0.001719359770583761
0.7318758883731203,0.463159651681694,0.4919073092770225,0.9992664547529475,0.03638725517235891,-0.011895454276673233,-0.001009075838976241,0.3541286825979053,0.21848836674000965,-0.0053938372742081105,0.015153507234030644,-0.05217003980975175,0.001758418370241285
0.7354053522370746,0.4653087286896245,0.491853684328294,0.9992615177036306,0.03643960390705933,-0.0121473028884327,-0.0010087300283529597,0.35175583191402005,0.2113253322643015,-0.005331476297392696,0.00594581917018496,-0.04849275372001122,0.0017950560994024556
0.7389108458393507,0.4673861391444134,0.4918006745016749,0.9992583769657447,0.03644706717184905,-0.012381078345353473,-0.0010080959094084475,0.34933522411610807,0.20415652518503255,-0.00527069505709896,-0.002819497529756177,-0.044951300959579964,0.0018290045909332999
0.7423919091987362,0.46939186866094346,0.4917482675825681,0.9992569571240536,0.03641185717752405,-0.012597454280936808,-0.001007194966540745,0.3468703549808049,0.19699054124196205,-0.005210781945542769,-0.011141610209714011,-0.04154290581435289,0.0018600334929762946
0.7458481166319019,0.4713259866427962,0.49169645824939817,0.999257176040686,0.03633618686623901,-0.012797090382135915,-0.001006048193128449,0.34436458877650733,0.18983554243536685,-0.005151070406404533,-0.01902097362214797,-0.03826480937167855,0.0018879543047877257
0.749279075452959,0.47318864194834626,0.4916452475909954,0.9992589461387749,0.0362222634804908,-0.012980632345703893,-0.0010046760078641216,0.3418211611922593,0.1826992579296837,-0.005090945271065738,-0.026459343585540626,-0.03511421458696561,0.0019126115527622208
0.7526844247013825,0.4749800585691228,0.49159464260240276,0.9992621756137403,0.036072282459856116,-0.013148711718147786,-0.0010030981926403189,0.33924318208523774,0.17558898559287087,-0.005029840742595752,-0.03345963175858707,-0.03208829463658109,0.0019338826669927107
0.7560638338978131,0.4767005313301548,0.4915446556900419,0.9992667695571982,0.03588842188908697,-0.013301945857097697,-0.0010013338339919058,0.3366336383053884,0.16851159483627864,-0.00496724054551846,-0.040025829379514974,-0.029184232872340538,0.0019516781093485834
0.7594170018282556,0.47835042162447416,0.49149530416993903,0.9992726310014137,0.03567283721346983,-0.01344093797847741,-0.00099940127702117,0.33399539654724913,0.16147353059773067,-0.0049026791694032085,-0.04616297565219699,-0.026399217244571817,0.001965938100398578
0.7627436553565167,0.4799301531918847,0.4914466097632525,0.9992796618835558,0.03542765623211063,-0.013566277175735483,-0.000997318092195065,0.33133120614683154,0.154480818203046,-0.004835741170119425,-0.051877077169394326,-0.023730434887186163,0.001976630458057998
0.7660435482646332,0.48144020795125736,0.49139859809740305,0.9992877639225686,0.03515497451133731,-0.013678538505282221,-0.0009951010500348903,0.3286437018807121,0.14753906919637022,-0.00476606075376422,-0.05717501922738743,-0.021175104157092534,0.0019837495030442234
0.7693164601206685,0.4828811218941952,0.49135129823022516,0.999296839409495,0.034856851214101675,-0.013778283097215587,-0.000992766097933017,0.32593540663976467,0.14065348777091552,-0.004693317594156107,-0.0620644868410254,-0.01873045284990923,0.0019873152464939784
0.7725621951745808,0.48425348105066846,0.49130474216475806,0.9993067919245393,0.03453530502679332,-0.013866058197862349,-0.000990328352254696,0.32320873437237263,0.13382887872839214,-0.004617242892239194,-0.06655400366715379,-0.016393713171603045,0.0019873671427196255
0.7757805812807484,0.48555791753119676,0.49125896440316,0.9993175269577694,0.0341923108678238,-0.01394239719485445,-0.000987802099102846,0.32046599247254276,0.12706965480580446,-0.004537605498244229,-0.070652579072446,-0.014162120041696757,0.001983962615850482
0.7789714688479382,0.4867951056544105,0.49121400150913963,0.9993289524666799,0.03382979641984756,-0.014007819796102872,-0.0009852007916289368,0.3177093848763044,0.12037984642788462,-0.0044542240903981236,-0.0743701303692295,-0.012032974616731744,0.0019771830724755533
0.7821347298166157,0.48796575816731524,0.4911698916715118,0.9993409793529294,0.03344963914504268,-0.014062832144678036,-0.0009825370552941067,0.3149410144351773,0.11376311048242181,-0.0043669547763698705,-0.07771686620610575,-0.010003555509109129,0.0019671209701687324
0.7852702566620092,0.4890706225607871,0.49112667431809215,0.9993535218569738,0.03305366391347879,-0.01410792690090055,-0.0009798226966155827,0.31216288569489087,0.10722274056965972,-0.004275693429684853,-0.08070365679691437,-0.008071194719277452,0.0019538871433344017
0.7883779614240044,0.49011047748830805,0.49108438973500923,0.9993664979021669,0.032643640354122753,-0.014143583418416657,-0.000977068715845449,0.3093769074796532,0.10076167741099899,-0.004180372272941544,-0.08334177365333166,-0.006233239750347461,0.0019376042588730897
0.7914577747629881,0.49108612929168566,0.49104307871179775,0.9993798293616741,0.03222128088404974,-0.014170267863782827,-0.000974285323300966,0.3065848954997138,0.09438251981490807,-0.004080958143526739,-0.08564287757344746,-0.004487069163513164,0.0019184067225319163
0.7945096450415139,0.49199840863807837,0.4910027822081767,0.999393442266469,0.031788238963337864,-0.014188433359338361,-0.0009714819582390306,0.30378857490740685,0.08808753596509428,-0.003977449894714263,-0.08761893950416438,-0.002830086658211781,0.001896438097524487
0.7975335374313258,0.49284816727143016,0.49096354104917844,0.9994072669609819,0.03134610749719702,-0.014198520134196018,-0.0009686673080111541,0.3009895828124422,0.08187867500967083,-0.0038698753278361376,-0.08928226000631753,-0.001259730532908517,0.0018718520755232084
0.8005294330455673,0.4936362748817989,0.4909253956444888,0.9994212382058569,0.030896417538233387,-0.014200955652554149,-0.0009658493305386252,0.29818947080463226,0.07575757904081296,-0.0037582894213631203,-0.09064532905433291,0.0002265445575285541,0.0018448073717282727
0.8034973280960162,0.4943636160954284,0.49088838572863136,0.9994352952315875,0.030440637288347065,-0.014196154756877674,-0.0009630352786475699,0.29538970743569465,0.06972559525427847,-0.0036427719362322245,-0.09172084576598119,0.001631243173496681,0.0018154697151632761
0.8064372330749101,0.4950310875873228,0.4908525501270891,0.9994493817540522,0.029980171160280594,-0.014184519860948423,-0.0009602317208672809,0.2925916806542598,0.06378378828856945,-0.003523424625537904,-0.09252167426860312,0.0029568333759417732,0.0017840106677187843
0.8093491719610719,0.49563959531836427,0.49081792654577977,0.9994634459487002,0.029516359167559476,-0.014166441110807147,-0.0009574445653162248,0.2897967002315302,0.05793295278361595,-0.0034003693567816622,-0.0930607560592146,0.004205755075100124,0.001750604395096083
0.8122331814500606,0.4961900518983676,0.49078455138199734,0.999477440389197,0.02905047658002719,-0.014142296538260993,-0.0009546790855794215,0.28700600014144967,0.05217362600091058,-0.0032737456987418116,-0.09335109106246811,0.005380414480469723,0.0017154275998456773
0.8150893102079717,0.49668337407568686,0.49075245955924246,0.9994913219582077,0.02858373370548716,-0.014112452233026157,-0.000951939945005652,0.2842207409094629,0.04650610050965303,-0.0031437085587026027,-0.09340570584569743,0.006483182064630374,0.001678658838540163
0.8179176181486703,0.49712048035410494,0.4907216843814551,0.9995050517311164,0.028117275903920713,-0.014077262511181871,-0.0009492312218719198,0.281442011950683,0.040930436949573025,-0.003010426666481664,-0.0932375921695676,0.0075163959588004274,0.001640476620282572
