x,y,z
3.061616997868383e-17,-0.5,1.0
0.16234973460234178,-0.4729086208503173,1.0
0.3071063563448339,-0.3945702546981968,1.0
0.4185832391312643,-0.27347407906121346,1.0
0.4847001329696652,-0.12274274357039959,1.0
0.4982922465033349,0.04128967273616617,1.0
0.45788666332752875,0.20084771232648466,1.0
0.36786195533656585,0.3386407858128705,1.0
0.2379736965185368,0.43973687560324454,1.0
0.08229729514036699,0.49318065170136116,1.0
-0.08229729514036692,0.4931806517013612,1.0
-0.23797369651853678,0.43973687560324454,1.0
-0.3678619553365657,0.33864078581287066,1.0
-0.45788666332752864,0.2008477123264849,1.0
-0.4982922465033349,0.041289672736166336,1.0
-0.48470013296966524,-0.12274274357039942,1.0
-0.4185832391312644,-0.2734740790612133,1.0
-0.307106356344834,-0.39457025469819673,1.0
-0.16234973460234184,-0.4729086208503173,1.0
-9.184850993605148e-17,-0.5,1.0
