x_estimate,y_estimate,z_estimate,x_error,y_error,z_error
0.37459254264831543,0.31386038661003113,-0.14114642143249512,-0.00048610347543748267,0.001281746732858191,-0.011146421432495113
0.3746521472930908,0.31394100189208984,-0.14105671644210815,-0.0005055313436242437,0.0012833995359849415,-0.01105671644210815
0.3747638165950775,0.31404516100883484,-0.14101068675518036,-0.0004741939613089885,0.00130750331714663,-0.011010686755180354
0.37494122982025146,0.31422585248947144,-0.14082810282707214,-0.0003797586643506934,0.0014058925310786452,-0.010828102827072139
0.3723423480987549,0.31534022092819214,-0.13831746578216553,-0.0030659132714078163,0.0024342728533443547,-0.008317465782165523
0.3723057508468628,0.3154737055301666,-0.1379992663860321,-0.003195921376869082,0.002476443252801608,-0.0079992663860321
0.37208443880081177,0.31559494137763977,-0.13733473420143127,-0.003518730840533779,0.0024992674126737002,-0.00733473420143127
0.3720451891422272,0.315723717212677,-0.13695263862609863,-0.0036695472368865056,0.002520690084950483,-0.006952638626098628
0.37200644612312317,0.3158525228500366,-0.13657011091709137,-0.0038318864269126784,0.0025313330441165682,-0.006570110917091365
0.3719687759876251,0.3159816563129425,-0.13619299232959747,-0.004007075307866426,0.002529642092691964,-0.006192992329597469
0.37193307280540466,0.3161110281944275,-0.13581483066082,-0.004196012226614254,0.0025137238186654365,-0.005814830660820003
0.37190014123916626,0.31624001264572144,-0.135432630777359,-0.004399559357331273,0.0024812225623840334,-0.005432630777359004
0.37184423208236694,0.3164925277233124,-0.1347021907567978,-0.00464498973267824,0.002554421255218431,-0.004702190756797786
0.3718211352825165,0.3166133761405945,-0.13434913754463196,-0.00487788292372815,0.002476597993557983,-0.004349137544631954
0.3718006908893585,0.31672874093055725,-0.1340077817440033,-0.005129607809460368,0.0023725335693559613,-0.0040077817440032915
0.37178245186805725,0.31683725118637085,-0.13367171585559845,-0.005401657530798187,0.002239585744810868,-0.0036717158555984453
0.3736102879047394,0.3171650171279907,-0.13742578029632568,-0.00385104667655245,0.0023027300554016583,-0.007425780296325679
0.3737492263317108,0.3172694146633148,-0.13741594552993774,-0.004013473873353601,0.002118347770211637,-0.00741594552993774
0.3742997646331787,0.31732451915740967,-0.13867422938346863,-0.003789014729498219,0.0018596611154101939,-0.008674229383468623
0.374484121799469,0.3174102306365967,-0.1388346403837204,-0.003955877372341821,0.0016058583210959987,-0.008834640383720394
0.3747437596321106,0.31741607189178467,-0.1394364982843399,-0.004072889068718832,0.0012458902380164116,-0.0094364982843399
0.37494659423828125,0.3174799382686615,-0.13966648280620575,-0.004272293354640855,0.0009172175494536194,-0.009666482806205745
0.3750999867916107,0.31744807958602905,-0.14003953337669373,-0.004546768324470873,0.0004657892191993751,-0.010039533376693721
0.3754154443740845,0.317464679479599,-0.14047487080097198,-0.004684735044759969,3.561764068771289e-05,-0.01047487080097198
0.3754154443740845,0.317464679479599,-0.14047487080097198,-0.005163542441385061,-0.00043840206261386294,-0.01047487080097198
0.37567704916000366,0.3174697756767273,-0.14073115587234497,-0.005405861802300516,-0.0009345006124248378,-0.010731155872344966
0.37369176745414734,0.31723734736442566,-0.13737790286540985,-0.007919834363593892,-0.001695111538013161,-0.007377902865409847
0.3738355040550232,0.3172495663166046,-0.13737334311008453,-0.008329130248852568,-0.0022377677812961405,-0.007373343110084529
0.3747682273387909,0.3176385462284088,-0.1377979815006256,-0.007973289270866102,-0.0024299583449366446,-0.007797981500625606
0.37492257356643677,0.31765279173851013,-0.13776737451553345,-0.008419124525944843,-0.003022685502806266,-0.007767374515533443
0.37523794174194336,0.3176193833351135,-0.13765132427215576,-0.008726635006454986,-0.003688286216855685,-0.007651324272155757
0.37539592385292053,0.31763190031051636,-0.1375604271888733,-0.00921358238258252,-0.004332515549019256,-0.007560427188873287
0.37544581294059753,0.3176603615283966,-0.1374836564064026,-0.009829989499642866,-0.004984612265033772,-0.0074836564064025834
0.37560275197029114,0.31767112016677856,-0.13736607134342194,-0.010359997618670902,-0.005677410431236818,-0.007366071343421932
0.37583276629447937,0.3178386688232422,-0.13721269369125366,-0.010836839613234672,-0.006235540586484956,-0.007212693691253658
0.3758499026298523,0.3179381489753723,-0.1371532529592514,-0.011545706211620987,-0.0068829264694630354,-0.007153252959251399
0.3760094940662384,0.31796494126319885,-0.13696284592151642,-0.012130485779481781,-0.0076232008099794135,-0.006962845921516414
0.37617242336273193,0.31800106167793274,-0.13675625622272491,-0.012729505404382169,-0.008373315079561627,-0.00675625622272491
0.37633830308914185,0.31804803013801575,-0.13654005527496338,-0.013342354742191254,-0.00913067670176243,-0.0065400552749633745
0.3762047290802002,0.3184742033481598,-0.1364876925945282,-0.014270636177182716,-0.009525821810153934,-0.006487692594528194
0.3763442039489746,0.3185465633869171,-0.13622136414051056,-0.014941044569779294,-0.010290632094574648,-0.006221364140510555
0.3753986656665802,0.3187882602214813,-0.13463716208934784,-0.016710841605663496,-0.010900797525032369,-0.004637162089347835
0.37552258372306824,0.3188888430595398,-0.13430511951446533,-0.017424762252085835,-0.011665590033183737,-0.004305119514465328
0.37564757466316223,0.3190028965473175,-0.13396382331848145,-0.018150401548354678,-0.012429232133888801,-0.003963823318481441
0.375777930021286,0.31989893317222595,-0.13316574692726135,-0.018882688726475694,-0.012422009121839717,-0.003165746927261348
0.3758948743343353,0.320064902305603,-0.13283421099185944,-0.01963963100321675,-0.013154764402560193,-0.0028342109918594316
0.3760138154029846,0.3202422559261322,-0.13250353932380676,-0.020405064891916957,-0.01388483791345918,-0.0025035393238067583
0.37618109583854675,0.32098114490509033,-0.13233768939971924,-0.02113190601534659,-0.014060873751379654,-0.002337689399719234
0.3767951428890228,0.3211784362792969,-0.1337851583957672,-0.021421000443524685,-0.014784806579699938,-0.0037851583957672075
0.3769511580467224,0.32140347361564636,-0.13364030420780182,-0.02217643607084524,-0.015486104711241844,-0.0036403042078018144
0.3775840699672699,0.32148993015289307,-0.13471513986587524,-0.022462590518387504,-0.016329920182371893,-0.00471513986587524
0.37622007727622986,0.32215413451194763,-0.13310810923576355,-0.02475258899999322,-0.016598766029151224,-0.0031081092357635454
0.37764304876327515,0.3227013647556305,-0.13421420753002167,-0.024261904666202982,-0.016986224987706633,-0.004214207530021663
0.3765547275543213,0.3230205476284027,-0.13251003623008728,-0.026288154848586154,-0.01760225279208666,-0.002510036230087276
0.3766983449459076,0.3232998847961426,-0.1323401927947998,-0.027087487532355015,-0.018257554254127284,-0.0023401927947998002
0.37684884667396545,0.32358914613723755,-0.13216541707515717,-0.02788435529649247,-0.018901292079356757,-0.002165417075157161
0.3771718144416809,0.32419678568840027,-0.13183462619781494,-0.028512593906989014,-0.0192239728212934,-0.001834626197814937
0.37875738739967346,0.3249455392360687,-0.13291513919830322,-0.02788150087967811,-0.019401850989555214,-0.002915139198303218
0.37750476598739624,0.32605302333831787,-0.13144296407699585,-0.030091331612713268,-0.01921633153347907,-0.0014429640769958452
0.3787103593349457,0.3264990448951721,-0.13265997171401978,-0.02984515189753667,-0.01968666159039073,-0.002659971714019771
