x,y
74.4000015258789,6.599999904632568
73.79898071289062,6.426145076751709
73.18049621582031,6.331814765930176
72.55497741699219,6.320018768310547
71.93344116210938,6.391476631164551
71.32688903808594,6.544802665710449
70.74591827392578,6.776961803436279
70.20055389404297,7.083554267883301
69.70011901855469,7.459046840667725
69.25311279296875,7.896790981292725
68.86698150634766,8.389066696166992
68.54773712158203,8.92714786529541
68.29946899414062,9.501462936401367
68.08220672607422,10.08864688873291
67.85742950439453,10.67299747467041
67.62583923339844,11.254680633544922
67.38793182373047,11.83381175994873
67.1440200805664,12.410436630249023
66.89439392089844,12.984613418579102
66.63931274414062,13.556387901306152
66.37875366210938,14.125686645507812
66.11289978027344,14.692530632019043
65.84165954589844,15.256816864013672
65.56510162353516,15.818519592285156
65.28303527832031,16.377470016479492
64.9954833984375,16.933624267578125
64.70209503173828,17.486717224121094
64.4028549194336,18.036666870117188
64.09736633300781,18.583171844482422
63.785423278808594,19.12601661682129
63.46656799316406,19.664831161499023
63.14044952392578,20.199275970458984
62.80640411376953,20.728803634643555
62.46396255493164,21.252939224243164
62.11228561401367,21.77092170715332
61.75042724609375,22.281841278076172
61.37733840942383,22.78461265563965
60.991641998291016,23.27777671813965
60.59168243408203,23.75943374633789
60.17535400390625,24.227001190185547
59.74003601074219,24.67691421508789
59.2823486328125,25.10400390625
58.79804229736328,25.500564575195312
58.28194046020508,25.85456085205078
57.728572845458984,26.146400451660156
57.14222717285156,26.365386962890625
56.542633056640625,26.54530906677246
55.93407440185547,26.692148208618164
55.3192253112793,26.810012817382812
54.700050354003906,26.902565002441406
54.077972412109375,26.973154067993164
53.45404052734375,27.024879455566406
52.8289794921875,27.060531616210938
52.20329666137695,27.08301544189453
51.57732009887695,27.094877243041992
50.95124435424805,27.099401473999023
50.32518005371094,27.09779930114746
49.6993522644043,27.07939338684082
49.07352828979492,27.060985565185547
48.44770431518555,27.042579650878906
47.82188034057617,27.024173736572266
47.1960563659668,27.005765914916992
46.57006072998047,27.00301170349121
45.94415283203125,27.017906188964844
45.318660736083984,27.045089721679688
44.69379425048828,27.084247589111328
44.06978988647461,27.135215759277344
43.446815490722656,27.197574615478516
42.825103759765625,27.271427154541016
42.20480728149414,27.356361389160156
41.586116790771484,27.452312469482422
40.96921157836914,27.55914878845215
40.35427474975586,27.676774978637695
39.74149703979492,27.805156707763672
39.131038665771484,27.944177627563477
38.52308654785156,28.09379005432129
37.917842864990234,28.25397491455078
37.31608200073242,28.426668167114258
36.72959518432617,28.645278930664062
36.162715911865234,28.910686492919922
35.6169319152832,29.21720314025879
35.092674255371094,29.559276580810547
34.589698791503906,29.931987762451172
34.10725402832031,30.330930709838867
33.64435958862305,30.752422332763672
